,file_path,year,pond,date,Lcapito
234,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150512_205400.wav,2015,8a,2015-05-12 20:54:00,0.0
235,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150320_211900.wav,2015,8a,2015-03-20 21:19:00,0.0
237,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150203_234500.wav,2015,8a,2015-02-03 23:45:00,0.0
238,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150512_005400.wav,2015,8a,2015-05-12 00:54:00,0.0
239,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150410_223300.wav,2015,8a,2015-04-10 22:33:00,0.0
241,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150412_003400.wav,2015,8a,2015-04-12 00:34:00,0.0
242,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150511_235400.wav,2015,8a,2015-05-11 23:54:00,0.0
245,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150404_212900.wav,2015,8a,2015-04-04 21:29:00,0.0
246,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150502_224800.wav,2015,8a,2015-05-02 22:48:00,0.0
247,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150313_001400.wav,2015,8a,2015-03-13 00:14:00,0.0
249,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150417_203700.wav,2015,8a,2015-04-17 20:37:00,0.0
254,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150217_185700.wav,2015,8a,2015-02-17 18:57:00,0.0
256,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150217_195700.wav,2015,8a,2015-02-17 19:57:00,0.0
260,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150512_235400.wav,2015,8a,2015-05-12 23:54:00,0.0
262,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150314_191500.wav,2015,8a,2015-03-14 19:15:00,0.0
263,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150410_003200.wav,2015,8a,2015-04-10 00:32:00,0.0
264,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150203_224500.wav,2015,8a,2015-02-03 22:45:00,0.0
265,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150405_002900.wav,2015,8a,2015-04-05 00:29:00,0.0
266,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150513_005400.wav,2015,8a,2015-05-13 00:54:00,0.0
270,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150314_211500.wav,2015,8a,2015-03-14 21:15:00,0.0
276,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150314_001400.wav,2015,8a,2015-03-14 00:14:00,0.0
278,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150219_215800.wav,2015,8a,2015-02-19 21:58:00,0.0
279,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150404_202900.wav,2015,8a,2015-04-04 20:29:00,0.0
281,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150312_191400.wav,2015,8a,2015-03-12 19:14:00,0.0
282,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150313_201400.wav,2015,8a,2015-03-13 20:14:00,0.0
284,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150419_003800.wav,2015,8a,2015-04-19 00:38:00,0.0
285,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150405_223000.wav,2015,8a,2015-04-05 22:30:00,0.0
286,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150203_004400.wav,2015,8a,2015-02-03 00:44:00,0.0
287,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150402_232800.wav,2015,8a,2015-04-02 23:28:00,0.0
288,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150419_223900.wav,2015,8a,2015-04-19 22:39:00,0.0
289,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150219_195800.wav,2015,8a,2015-02-19 19:58:00,0.0
290,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150219_185800.wav,2015,8a,2015-02-19 18:58:00,0.0
291,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150402_192800.wav,2015,8a,2015-04-02 19:28:00,0.0
293,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150511_205400.wav,2015,8a,2015-05-11 20:54:00,0.0
296,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150220_005800.wav,2015,8a,2015-02-20 00:58:00,0.0
299,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150418_233800.wav,2015,8a,2015-04-18 23:38:00,0.0
300,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150312_201400.wav,2015,8a,2015-03-12 20:14:00,0.0
301,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150219_225800.wav,2015,8a,2015-02-19 22:58:00,0.0
302,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150418_203800.wav,2015,8a,2015-04-18 20:38:00,0.0
303,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150509_005200.wav,2015,8a,2015-05-09 00:52:00,0.0
304,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150419_203900.wav,2015,8a,2015-04-19 20:39:00,0.0
306,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150320_221900.wav,2015,8a,2015-03-20 22:19:00,0.0
307,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150410_213300.wav,2015,8a,2015-04-10 21:33:00,0.0
309,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150313_211400.wav,2015,8a,2015-03-13 21:14:00,0.0
311,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150313_231400.wav,2015,8a,2015-03-13 23:14:00,0.0
312,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150321_232000.wav,2015,8a,2015-03-21 23:20:00,0.0
314,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150508_235200.wav,2015,8a,2015-05-08 23:52:00,0.0
315,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150320_001900.wav,2015,8a,2015-03-20 00:19:00,0.0
316,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150501_004600.wav,2015,8a,2015-05-01 00:46:00,0.0
318,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150511_005300.wav,2015,8a,2015-05-11 00:53:00,0.0
320,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150510_205300.wav,2015,8a,2015-05-10 20:53:00,0.0
321,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150219_205800.wav,2015,8a,2015-02-19 20:58:00,0.0
324,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150510_235300.wav,2015,8a,2015-05-10 23:53:00,0.0
325,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150322_232000.wav,2015,8a,2015-03-22 23:20:00,0.0
326,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150510_005200.wav,2015,8a,2015-05-10 00:52:00,0.0
327,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150321_222000.wav,2015,8a,2015-03-21 22:20:00,0.0
328,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150512_225400.wav,2015,8a,2015-05-12 22:54:00,0.0
329,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150319_191900.wav,2015,8a,2015-03-19 19:19:00,0.0
330,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150509_235200.wav,2015,8a,2015-05-09 23:52:00,0.0
331,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150419_213900.wav,2015,8a,2015-04-19 21:39:00,0.0
332,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150319_211900.wav,2015,8a,2015-03-19 21:19:00,0.0
333,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150511_215400.wav,2015,8a,2015-05-11 21:54:00,0.0
334,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150508_205200.wav,2015,8a,2015-05-08 20:52:00,0.0
335,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150512_215400.wav,2015,8a,2015-05-12 21:54:00,0.0
336,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150430_234600.wav,2015,8a,2015-04-30 23:46:00,0.0
337,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150418_213800.wav,2015,8a,2015-04-18 21:38:00,0.0
338,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150319_231900.wav,2015,8a,2015-03-19 23:19:00,0.0
339,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150511_225400.wav,2015,8a,2015-05-11 22:54:00,0.0
340,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150308_191100.wav,2015,8a,2015-03-08 19:11:00,0.0
341,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150509_205200.wav,2015,8a,2015-05-09 20:52:00,0.0
342,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150418_223800.wav,2015,8a,2015-04-18 22:38:00,0.0
343,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150510_215300.wav,2015,8a,2015-05-10 21:53:00,0.0
344,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150323_002000.wav,2015,8a,2015-03-23 00:20:00,0.0
345,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150509_225200.wav,2015,8a,2015-05-09 22:52:00,0.0
348,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150509_215200.wav,2015,8a,2015-05-09 21:52:00,0.0
349,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150510_225300.wav,2015,8a,2015-05-10 22:53:00,0.0
350,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150508_225200.wav,2015,8a,2015-05-08 22:52:00,0.0
351,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150322_212000.wav,2015,8a,2015-03-22 21:20:00,0.0
352,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150508_215200.wav,2015,8a,2015-05-08 21:52:00,0.0
353,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150322_222000.wav,2015,8a,2015-03-22 22:20:00,0.0
354,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150319_201900.wav,2015,8a,2015-03-19 20:19:00,0.0
355,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150314_231500.wav,2015,7a,2015-03-14 23:15:00,1.0
356,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150314_001400.wav,2015,7a,2015-03-14 00:14:00,1.0
357,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150313_231400.wav,2015,7a,2015-03-13 23:14:00,1.0
358,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150205_214700.wav,2015,7a,2015-02-05 21:47:00,0.0
359,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150430_204600.wav,2015,7a,2015-04-30 20:46:00,0.0
360,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150216_225600.wav,2015,7a,2015-02-16 22:56:00,0.0
361,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150315_001500.wav,2015,7a,2015-03-15 00:15:00,1.0
363,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150218_235700.wav,2015,7a,2015-02-18 23:57:00,0.0
365,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150403_222800.wav,2015,7a,2015-04-03 22:28:00,0.0
366,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150206_004700.wav,2015,7a,2015-02-06 00:47:00,0.0
368,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150430_224600.wav,2015,7a,2015-04-30 22:46:00,0.0
369,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150216_205600.wav,2015,7a,2015-02-16 20:56:00,0.0
370,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150216_195600.wav,2015,7a,2015-02-16 19:56:00,0.0
371,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150216_185600.wav,2015,7a,2015-02-16 18:56:00,0.0
373,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150227_000400.wav,2015,7a,2015-02-27 00:04:00,0.0
374,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150217_005600.wav,2015,7a,2015-02-17 00:56:00,0.0
377,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150322_202000.wav,2015,7a,2015-03-22 20:20:00,0.0
378,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150216_215600.wav,2015,7a,2015-02-16 21:56:00,0.0
380,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150411_203400.wav,2015,7a,2015-04-11 20:34:00,0.0
381,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150410_193300.wav,2015,7a,2015-04-10 19:33:00,0.0
382,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150225_210300.wav,2015,7a,2015-02-25 21:03:00,0.0
383,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150404_232900.wav,2015,7a,2015-04-04 23:29:00,0.0
384,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150403_212800.wav,2015,7a,2015-04-03 21:28:00,0.0
385,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150202_184400.wav,2015,7a,2015-02-02 18:44:00,0.0
386,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150203_204500.wav,2015,7a,2015-02-03 20:45:00,0.0
387,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150417_213700.wav,2015,7a,2015-04-17 21:37:00,0.0
390,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150202_224400.wav,2015,7a,2015-02-02 22:44:00,0.0
391,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150225_200300.wav,2015,7a,2015-02-25 20:03:00,0.0
392,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150204_224600.wav,2015,7a,2015-02-04 22:46:00,0.0
393,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150219_005700.wav,2015,7a,2015-02-19 00:57:00,0.0
395,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150203_214500.wav,2015,7a,2015-02-03 21:45:00,0.0
396,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150224_190200.wav,2015,7a,2015-02-24 19:02:00,0.0
398,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150504_224900.wav,2015,7a,2015-05-04 22:49:00,0.0
399,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150205_184700.wav,2015,7a,2015-02-05 18:47:00,0.0
400,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150218_205700.wav,2015,7a,2015-02-18 20:57:00,0.0
401,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150322_192000.wav,2015,7a,2015-03-22 19:20:00,0.0
403,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150225_220300.wav,2015,7a,2015-02-25 22:03:00,0.0
404,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150502_214800.wav,2015,7a,2015-05-02 21:48:00,0.0
406,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150403_192800.wav,2015,7a,2015-04-03 19:28:00,0.0
409,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150405_193000.wav,2015,7a,2015-04-05 19:30:00,0.0
410,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150405_233000.wav,2015,7a,2015-04-05 23:30:00,0.0
412,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150320_201900.wav,2015,7a,2015-03-20 20:19:00,0.0
413,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150502_234800.wav,2015,7a,2015-05-02 23:48:00,0.0
414,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150203_004400.wav,2015,7a,2015-02-03 00:44:00,0.0
416,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150406_003000.wav,2015,7a,2015-04-06 00:30:00,0.0
417,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150225_000200.wav,2015,7a,2015-02-25 00:02:00,0.0
418,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150205_194700.wav,2015,7a,2015-02-05 19:47:00,0.0
421,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150403_202800.wav,2015,7a,2015-04-03 20:28:00,0.0
422,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150323_192100.wav,2015,7a,2015-03-23 19:21:00,0.0
423,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150224_220200.wav,2015,7a,2015-02-24 22:02:00,0.0
425,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150403_232800.wav,2015,7a,2015-04-03 23:28:00,0.0
427,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150314_191500.wav,2015,7a,2015-03-14 19:15:00,0.0
428,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150410_203300.wav,2015,7a,2015-04-10 20:33:00,0.0
429,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150409_203200.wav,2015,7a,2015-04-09 20:32:00,0.0
430,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150217_215700.wav,2015,7a,2015-02-17 21:57:00,0.0
431,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150219_195800.wav,2015,7a,2015-02-19 19:58:00,0.0
433,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150416_223700.wav,2015,7a,2015-04-16 22:37:00,0.0
434,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150409_223200.wav,2015,7a,2015-04-09 22:32:00,0.0
435,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150417_223700.wav,2015,7a,2015-04-17 22:37:00,0.0
437,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150419_203900.wav,2015,7a,2015-04-19 20:39:00,0.0
438,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150418_223800.wav,2015,7a,2015-04-18 22:38:00,0.0
439,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150315_191600.wav,2015,7a,2015-03-15 19:16:00,0.0
440,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150218_225700.wav,2015,7a,2015-02-18 22:57:00,0.0
441,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150226_000300.wav,2015,7a,2015-02-26 00:03:00,0.0
442,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150404_002800.wav,2015,7a,2015-04-04 00:28:00,0.0
443,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150403_002800.wav,2015,7a,2015-04-03 00:28:00,0.0
444,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150419_193900.wav,2015,7a,2015-04-19 19:39:00,0.0
445,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150205_204700.wav,2015,7a,2015-02-05 20:47:00,0.0
446,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150405_002900.wav,2015,7a,2015-04-05 00:29:00,0.0
447,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150203_184500.wav,2015,7a,2015-02-03 18:45:00,0.0
448,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150225_190300.wav,2015,7a,2015-02-25 19:03:00,0.0
449,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150203_194500.wav,2015,7a,2015-02-03 19:45:00,0.0
451,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150313_221400.wav,2015,7a,2015-03-13 22:14:00,1.0
453,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150218_215700.wav,2015,7a,2015-02-18 21:57:00,0.0
454,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150202_194400.wav,2015,7a,2015-02-02 19:44:00,0.0
456,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150306_211000.wav,2015,7a,2015-03-06 21:10:00,0.0
457,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150409_193200.wav,2015,7a,2015-04-09 19:32:00,0.0
458,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150224_210200.wav,2015,7a,2015-02-24 21:02:00,0.0
459,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150418_213800.wav,2015,7a,2015-04-18 21:38:00,0.0
